@relation compiledtraffic
@attribute sa numeric
@attribute sb numeric
@attribute sc numeric
@attribute sd numeric
@attribute se numeric
@attribute sf numeric
@attribute sg numeric
@attribute sh numeric
@attribute si numeric
@attribute sj numeric
@attribute sk numeric
@attribute sl numeric
@attribute sm numeric
@attribute Sa numeric
@attribute Sb numeric
@attribute Sc numeric
@attribute Sd numeric
@attribute Se numeric
@attribute Sf numeric
@attribute Sg numeric
@attribute Sh numeric
@attribute Si numeric
@attribute Sj numeric
@attribute Sk numeric
@attribute Sl numeric
@attribute Sm numeric
@attribute Sn numeric
@attribute So numeric
@attribute Sp numeric
@attribute Sq numeric
@attribute Sr numeric
@attribute Ss numeric
@attribute St numeric
@attribute Su numeric
@attribute Sv numeric
@attribute Sx numeric
@attribute Sz numeric
@attribute ga numeric
@attribute gb numeric
@attribute gc numeric
@attribute gd numeric
@attribute ge numeric
@attribute gf numeric
@attribute gg {01:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gh {00:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gi {0x000077b7, 0x000088b8}
@attribute gj numeric
@attribute gk {0x00003002, 0x00003001}
@attribute gl numeric
@attribute gm {0x7101, 0x8100}
@attribute gn {LD/LLN0$IntLockB, LD/LLN0$GO$gcbA}
@attribute go {LD/LLN0$IntLockA, AA1C1Q01A1LD0/LLN0$InterlockingC}
@attribute gp {InterlockingF, InterlockingA}
@attribute gq {TRUE, FALSE}
@attribute gr numeric
@attribute gs {TRUE, FALSE}
@attribute gt numeric
@attribute gu numeric
@attribute pp {SV, GOOSE}
@attribute Ga numeric
@attribute Gb numeric
@attribute Gc numeric
@attribute Gd numeric
@attribute Ge numeric
@attribute Gf numeric
@attribute Gg numeric
@attribute Sy numeric
@attribute Gi numeric
@attribute SG numeric
@attribute @class {N, A}
@data
232.03423,-0.027357444,0.051615126,-0.024035947,0.017170772,0.056856964,-0.07402443,0.067318864,-0.016369808,-0.05093156,0.06559613,-0.014731312,-0.050882924,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.017635463867179624,N
232.03444,-0.03148201,0.051650837,-0.020082382,0.0104307085,0.062285263,-0.07252901,0.06596141,-0.010830874,-0.05511422,0.06412511,-0.00923941,-0.054905545,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.017849086914054624,N
232.03465,-0.03547169,0.051163808,-0.015749773,0.0032460652,0.06741787,-0.07028595,0.06411014,-0.00511894,-0.05897559,0.062152173,-0.0035832757,-0.0585902,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.018062709960929624,N
232.03487,-0.039300658,0.050143212,-0.011057761,-0.0042666877,0.07214547,-0.067302346,0.06176506,7.261368E-4,-0.06247585,0.05968426,0.0021906802,-0.061897542,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.018276333007804624,N
232.03506,-0.042950463,0.048609935,-0.0060474724,-0.01198452,0.076400355,-0.06364001,0.058926016,0.006664475,-0.06557496,0.056735046,0.008036684,-0.064795256,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.018474697265617124,N
232.03528,-0.04627828,0.046521794,-8.094249E-4,-0.019743465,0.080082685,-0.059369083,0.05560154,0.012650826,-0.06823645,0.053319838,0.013909965,-0.067253485,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.018688320312492124,N
232.03549,-0.04907009,0.043851264,0.0044814246,-0.027451562,0.08313828,-0.054537896,0.05181015,0.018635126,-0.070428714,0.049470026,0.019757295,-0.06924972,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.018901943359367124,N
232.0357,-0.051290777,0.040666994,0.009716228,-0.03494784,0.08550787,-0.0492559,0.04758228,0.024563478,-0.07212806,0.045217585,0.02552901,-0.07076669,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.019115566406242124,N
232.0359,-0.052932344,0.03700745,0.014853389,-0.04209155,0.087173775,-0.043650057,0.042951982,0.030383622,-0.07331686,0.040586345,0.031184567,-0.0717877,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.019313930664054624,N
232.03612,-0.054022826,0.032921363,0.019875797,-0.0488181,0.08812696,-0.037768442,0.03795662,0.036044847,-0.073981784,0.03561301,0.036673114,-0.07229944,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.019527553710929624,N
232.03633,-0.054631893,0.028495617,0.02476815,-0.055112667,0.088359505,-0.031611122,0.03262966,0.041500766,-0.0741099,0.030348826,0.04194219,-0.07230127,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.019741176757804624,N
232.03654,-0.05484253,0.023784894,0.029552337,-0.06099749,0.08790266,-0.025189716,0.027015626,0.046704225,-0.07369872,0.024830094,0.046951517,-0.07178908,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.019954799804679624,N
232.03674,-0.05457976,0.018729225,0.034219716,-0.06642058,0.08678964,-0.018585766,0.02117223,0.051607486,-0.072758555,0.019101165,0.051660314,-0.07076658,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.020153164062492124,N
232.03696,-0.053878374,0.01343357,0.03870174,-0.07130678,0.08504343,-0.011890696,0.015145596,0.05617143,-0.07129627,0.013208161,0.05603089,-0.06924216,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.020366787109367124,N
232.03717,-0.05275756,0.008001834,0.04291763,-0.07563233,0.082711555,-0.005182523,0.008988665,0.060356166,-0.06932517,0.007180879,0.060037844,-0.067219876,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.020580410156242124,N
232.03738,-0.051117495,0.0024536774,0.046752684,-0.07936675,0.079852395,0.0014457412,0.0027512552,0.06412949,-0.06686312,0.0010566844,0.06365477,-0.0647111,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.020794033203117124,N
232.03758,-0.048935473,-0.0031774775,0.050156195,-0.082506865,0.07654095,0.007918559,-0.0035152535,0.06746305,-0.06393302,-0.005097725,0.06684219,-0.061743412,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.020992397460929624,N
232.0378,-0.046266332,-0.008812604,0.053097147,-0.085061744,0.072801046,0.014226464,-0.009761467,0.07033443,-0.060561474,-0.011243695,0.06958073,-0.058335707,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.021206020507804624,N
232.03801,-0.04307957,-0.014450609,0.05553617,-0.08712163,0.06869345,0.02039376,-0.015948,0.07272977,-0.056773935,-0.017346712,0.07185594,-0.054507654,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.021419643554679624,N
232.03822,-0.03939815,-0.02006852,0.057474617,-0.08873634,0.06424149,0.02645051,-0.022036085,0.07463981,-0.05259975,-0.023350608,0.07364666,-0.05029441,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.021633266601554624,N
232.03844,-0.035410333,-0.025534844,0.058968034,-0.08998666,0.059525367,0.032395657,-0.027987033,0.0760563,-0.048069168,-0.029211016,0.07494112,-0.045728713,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.021846889648429624,N
232.03864,-0.031151446,-0.030803088,0.05999965,-0.09090776,0.054581452,0.03822636,-0.03376621,0.07697434,-0.043211605,-0.034892146,0.07573566,-0.04084214,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.022045253906242124,N
232.03885,-0.026537877,-0.035876524,0.060486473,-0.09149893,0.049417336,0.04393527,-0.039337855,0.07739319,-0.03806187,-0.040351737,0.076025166,-0.035671327,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.022258876953117124,N
232.03906,-0.021632573,-0.04066379,0.060402963,-0.091779195,0.044049893,0.049522787,-0.044663396,0.07731036,-0.03265599,-0.04555848,0.07581075,-0.030249082,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.022472499999992124,N
232.03928,-0.01646722,-0.045142356,0.05976494,-0.091669284,0.038464498,0.054928005,-0.0497133,0.07672846,-0.02702597,-0.050490912,0.07510167,-0.02460637,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.022686123046867124,N
232.03947,-0.011061518,-0.0493015,0.058587678,-0.09110341,0.03265188,0.060093578,-0.054461125,0.075654306,-0.021205405,-0.055113766,0.07390281,-0.018783277,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.022884487304679624,N
232.03969,-0.0055290363,-0.05306732,0.0569074,-0.09006698,0.026577301,0.065043785,-0.05888378,0.07409872,-0.015227785,-0.05938248,0.07221465,-0.01282528,0.0,-2.912523590974381E-4,0.0,3.665620034640771E-4,0.0,-7.357831727006214E-5,0.0,3.944658617700547E-4,0.0,-4.209549367902854E-4,0.0,2.4789263000313255E-5,0.0,2.130889932261404E-5,0.0,-8.400670320307668E-5,0.0,6.269330889152602E-5,0.0,5.56695059532597E-5,0.0,-7.714292075711171E-5,0.0,5.56695059532597E-5,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, 0.023098110351554624,N
