@relation compiledtraffic
@attribute sa numeric
@attribute sb numeric
@attribute sc numeric
@attribute sd numeric
@attribute se numeric
@attribute sf numeric
@attribute sg numeric
@attribute sh numeric
@attribute si numeric
@attribute sj numeric
@attribute sk numeric
@attribute sl numeric
@attribute sm numeric
@attribute Sa numeric
@attribute Sb numeric
@attribute Sc numeric
@attribute Sd numeric
@attribute Se numeric
@attribute Sf numeric
@attribute Sg numeric
@attribute Sh numeric
@attribute Si numeric
@attribute Sj numeric
@attribute Sk numeric
@attribute Sl numeric
@attribute Sm numeric
@attribute Sn numeric
@attribute So numeric
@attribute Sp numeric
@attribute Sq numeric
@attribute Sr numeric
@attribute Ss numeric
@attribute St numeric
@attribute Su numeric
@attribute Sv numeric
@attribute Sx numeric
@attribute Sz numeric
@attribute ga numeric
@attribute gb numeric
@attribute gc numeric
@attribute gd numeric
@attribute ge numeric
@attribute gf numeric
@attribute gg {01:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gh {00:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gi {0x000077b7, 0x000088b8}
@attribute gj numeric
@attribute gk {0x00003002, 0x00003001}
@attribute gl numeric
@attribute gm {0x7101, 0x8100}
@attribute gn {LD/LLN0$IntLockB, LD/LLN0$GO$gcbA}
@attribute go {LD/LLN0$IntLockA, AA1C1Q01A1LD0/LLN0$InterlockingC}
@attribute gp {InterlockingF, InterlockingA}
@attribute gq {TRUE, FALSE}
@attribute gr numeric
@attribute gs {TRUE, FALSE}
@attribute gt numeric
@attribute gu numeric
@attribute pp {SV, GOOSE}
@attribute Ga numeric
@attribute Gb numeric
@attribute Gc numeric
@attribute Gd numeric
@attribute Ge numeric
@attribute Gf numeric
@attribute Gg numeric
@attribute Sy numeric
@attribute Gi numeric
@attribute SG numeric
@attribute @class@ {N, A}
@data
2308.0398,-0.0055290363,-0.05306732,0.0569074,-0.09006698,0.026577301,0.065043785,-0.05888378,0.07409872,-0.015227785,-0.05938248,0.07221465,-0.01282528,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.023204921874821594,N
2308.0398,1.3356603E-4,-0.056456342,0.054729737,-0.088595934,0.020262668,0.06979055,-0.06295538,0.07206971,-0.009127046,-0.06327642,0.070052385,-0.006767631,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.023204921874821594,N
2308.04,0.005891499,-0.05948133,0.0520998,-0.086661436,0.013741476,0.07426753,-0.06665029,0.06957715,-0.0029390545,-0.06676906,0.06742977,-6.503408E-4,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.023449062499821594,N
2308.0403,0.011614268,-0.06207523,0.049077474,-0.08424595,0.007049684,0.078419186,-0.06994362,0.06663663,0.0032957057,-0.069836296,0.06436249,0.0054864697,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.023693203124821594,N
2308.0405,0.017197803,-0.06413873,0.045665473,-0.08125275,1.5068124E-4,0.0821886,-0.07280511,0.06326026,0.009534498,-0.072459966,0.060868606,0.0116059305,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.023937343749821594,N
2308.0408,0.022711227,-0.065713696,0.041842066,-0.07773111,-0.0068560196,0.08552022,-0.075213484,0.059465334,0.01573843,-0.074625455,0.056972675,0.017669326,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.024181484374821594,N
2308.041,0.02813297,-0.06679957,0.037628975,-0.07372351,-0.013883154,0.08836915,-0.07714593,0.055272955,0.021863453,-0.076321185,0.05269912,0.023640428,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.024425624999821594,N
2308.0413,0.03341878,-0.06737736,0.03305163,-0.06924537,-0.020886721,0.09071659,-0.07858522,0.050707817,0.027867423,-0.0775472,0.048080694,0.0294861,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.024669765624821594,N
2308.0413,0.03846129,-0.06739831,0.028171206,-0.064322345,-0.027851578,0.09258442,-0.07951848,0.045794286,0.0337132,-0.07829462,0.043145183,0.035169106,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.024669765624821594,N
2308.0415,0.043219317,-0.06689552,0.02306419,-0.05908033,-0.034693275,0.09402023,-0.07994825,0.040569328,0.039366458,-0.07855635,0.03791924,0.040655967,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.024913906249821594,N
2308.0417,0.047651455,-0.065898225,0.01779627,-0.053606156,-0.04136266,0.095060326,-0.07987892,0.03506967,0.044794988,-0.07832833,0.032432765,0.045913,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.025158046874821594,N
2308.042,0.051756803,-0.06445473,0.012412484,-0.047931787,-0.047845956,0.095724225,-0.07931551,0.02933129,0.04996795,-0.07760819,0.026718054,0.050905835,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.025402187499821594,N
2308.0422,0.055482615,-0.06256605,0.0069621694,-0.042108618,-0.054077417,0.09599469,-0.078262486,0.023386976,0.054857463,-0.076406695,0.020813653,0.0556074,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.025646328124821594,N
2308.0425,0.05883098,-0.060236998,0.0014464883,-0.036137413,-0.06003049,0.095838726,-0.07673171,0.017273888,0.05943812,-0.0747359,0.014758091,0.059991404,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.025890468749821594,N
2308.0427,0.061796874,-0.057475153,-0.0041251094,-0.029993545,-0.06568242,0.09520481,-0.07473526,0.011029077,0.06368501,-0.072605215,0.008588926,0.06402935,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.026134609374821594,N
2308.0427,0.06436299,-0.054290086,-0.009725399,-0.023663202,-0.07101855,0.09406445,-0.07228307,0.004687176,0.0675735,-0.07002255,0.0023398974,0.06769531,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.026134609374821594,N
2308.043,0.06655394,-0.05073431,-0.015326881,-0.017190283,-0.07598919,0.09241375,-0.069393106,-0.0017111697,0.07108109,-0.06701166,-0.0039499733,0.07097401,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.026378749999821594,N
2308.0432,0.068367206,-0.04684158,-0.020893965,-0.0106151365,-0.08057268,0.09027224,-0.06608176,-0.008126754,0.0741851,-0.06359325,-0.010241483,0.07384698,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.026622890624821594,N
2308.0435,0.06979617,-0.04266399,-0.02636465,-0.0039624344,-0.08473542,0.08763915,-0.062359978,-0.014524412,0.076861076,-0.059785463,-0.016496051,0.0762936,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.026867031249821594,N
2308.0437,0.07079982,-0.038208738,-0.031686664,0.0027527146,-0.088461965,0.08452165,-0.058243725,-0.020869147,0.07909011,-0.05560529,-0.022680761,0.078297704,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.027111171874821594,N
2308.044,0.07138521,-0.03348807,-0.036857553,0.009489444,-0.091723755,0.0809312,-0.05376317,-0.027118191,0.08085964,-0.051076382,-0.028758181,0.07984574,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.027355312499821594,N
2308.0442,0.0716165,-0.0285566,-0.04188557,0.016170872,-0.09447949,0.07689648,-0.04893944,-0.03323566,0.08215478,-0.046228774,-0.034688417,0.08092827,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.027599453124821594,N
2308.0442,0.071553215,-0.023478208,-0.046764534,0.022742625,-0.09669648,0.07244128,-0.043789856,-0.039187398,0.08295871,-0.041084755,-0.040439826,0.08153557,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.027599453124821594,N
2308.0444,0.07115262,-0.018238433,-0.051471666,0.029153086,-0.09834854,0.06759219,-0.038342714,-0.04493887,0.083265245,-0.035674658,-0.04597936,0.081664726,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.027843593749821594,N
2308.0447,0.07036348,-0.012842164,-0.055957768,0.03537185,-0.09945484,0.062396504,-0.03263563,-0.050451886,0.08307345,-0.030033635,-0.051270906,0.08131478,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.028087734374821594,N
2308.045,0.06923773,-0.007377143,-0.060186997,0.04132404,-0.1000158,0.056930963,-0.026704866,-0.055691164,0.082384095,-0.024187287,-0.056287166,0.080483876,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.028331874999821594,N
2308.0452,0.06780421,-0.0019105807,-0.064120725,0.046867177,-0.09999162,0.05129425,-0.020580327,-0.060629178,0.08119942,-0.018166702,-0.06099954,0.07917473,0.0,-2.8702486005727224E-4,0.0,3.5643242664562536E-4,0.0,-6.773369200629986E-5,0.0,3.893375877375149E-4,0.0,-4.254790924207441E-4,0.0,3.448379442971827E-5,0.0,1.0956581280474609E-5,0.0,-8.026719847720187E-5,0.0,6.930331829657632E-5,0.0,6.234679151617684E-5,0.0,-7.365811709547643E-5,0.0,6.234679151617684E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.028576015624821594,N
